,adult,budget,id,imdb_id,original_language,overview,popularity,release_date,revenue,runtime,title,tmdb_id,vote_average,vote_count,belongs_to_collection,genres,production_companies,production_countries,spoken_languages
2318,False,2000000,the+way+home+2002,tt0312841,ko,"The story begins on a fine summers morning, when San-woo and his mother board a bus to the country. It is soon clear that the unsophisticated rural passengers annoy the seven-year-old urban boy. His mother is taking him to live with his 78-year-old mute, but not deaf, grandmother while she looks for a new job after a business venture failed in Seoul.",1.832369,2002-04-05,0,80,The Way Home,33251,7.1,25,,Drama,CJ Entertainment,South Korea,한국어/조선말
2319,False,0,the+lost+squadron+1932,tt0023151,en,"When WW1 comes to an end, three pilots find themselves on hard times but they wind up in Hollywood where they work as stunt fliers for a sadistic director.",1.011163,1932-03-12,0,79,The Lost Squadron,98398,5.4,5,,War,RKO Radio Pictures,United States of America,English
2320,False,0,bordertown+1935,tt0026129,en,"An ambitious Mexican-American gets mixed up with his boss""s neurotic wife.",1.588639,1935-01-23,0,90,Bordertown,26323,4.8,8,,Crime,Warner Bros.,United States of America,English
2321,False,0,pocket+money+1972,tt0069103,en,"Broke and in debt, an otherwise honest cowboy gets mixed up in some shady dealings with a crooked rancher.",0.567506,1972-01-01,0,102,Pocket Money,45512,5.3,6,,Action,First Artists,United States of America,English
2322,False,0,tokyo+joe+1949,tt0041967,en,"Joe Barrett returns to Tokyo after World War II where he once owned a bar, Tokyo Joe's, and deserted his wife Trina. They have a seven-year-old daughter. Kimura forces Joe into piloting war criminals by revealing that during the war Trina made treasonous propaganda broadcasts.",0.799256,1949-10-26,0,88,Tokyo Joe,70113,6.1,4,,Crime,Columbia Pictures,United States of America,English
2323,False,6000000,the+last+king+of+scotland+2006,tt0455590,en,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",9.424157,2006-09-01,48027970,121,The Last King of Scotland,1523,7.4,568,,Drama,Fox Searchlight Pictures,United Kingdom,English
2324,False,0,niko+2+-+little+brother_+big+trouble+2012,tt1856053,en,"Set right before Christmas, Niko the reindeer must deal with his mom getting re-married and his being tasked with looking after his little stepbrother.",3.232942,2012-10-12,17000000,79,"Niko 2 - Little Brother, Big Trouble",141614,5.7,14,Niko - Coleccion,Animation,Anima Vitae,Finland,suomi
2325,False,0,daylight+2013,tt2359002,nl,A successful lawyer finds out that she has a half-brother who is imprisoned in a secure hospital after he brutally murdered his neighbor and their baby.,1.575298,2013-04-10,0,115,Daylight,184323,6.9,27,,Drama,Eyeworks Film & TV Drama,Netherlands,Nederlands
2326,False,36000000,dolphin+tale+2+2014,tt2978462,en,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,8.268684,2014-09-12,52424533,107,Dolphin Tale 2,227735,6.7,98,Dolphin Tale Collection,Family,Alcon Entertainment,United States of America,English
2327,False,2500000,reclaim+your+brain+2007,tt0810868,de,"Frustrated, because he is forced to produce bad TV-shows, a manager of a TV-station, enters the station and manipulates the ratings, to initiate a TV-revolution.",2.529219,2007-09-11,0,129,Reclaim Your Brain,1912,6.9,30,,Comedy,Coop 99,Germany,Deutsch
2328,False,0,kitchen+stories+2003,tt0323872,no,"Swedish efficiency researchers come to Norway for a study of Norwegian men, to optimize their use of their kitchen. Folke Nilsson (Tomas Norström) is assigned to study the habits of Isak Bjørvik (Joachim Calmeyer). By the rules of the research institute, Folke has to sit on an umpire's chair in Isak's kitchen and observe him from there, but never talk to him. Isak stops using his kitchen and observes Folke through a hole in the ceiling instead. However, the two lonely men slowly overcome the initial post-war Norwegian-Swede distrust and become friends.",6.164594,2003-01-01,0,95,Kitchen Stories,11083,7.0,24,,Drama,Svenska Filminstitutet,Norway,Norsk
2329,False,8,welcome+to+dongmakgol+2005,tt0475783,ko,"Based on the long running play by Jang Jin, the story is set in Korea during the Korean War in 1950. Soldiers from both the North and South, as well as an American pilot, find themselves in a secluded and naively idealistic village, its residents unaware of the outside world, including the war.",4.222195,2005-08-04,33579813,133,Welcome to Dongmakgol,14968,7.7,49,,War,Film It Suda,South Korea,English
2330,False,0,opposite+day+2009,tt1090674,en,"The world goes backwards on Opposite Day. The kids become adults, and the adults become kids.",1.389182,2009-11-07,0,88,Opposite Day,55638,3.2,9,,Family,,,
2331,False,6500000,boyz+n+the+hood+1991,tt0101507,en,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,6.866506,1991-07-12,57504069,112,Boyz n the Hood,650,7.4,377,,Crime,Columbia Pictures Corporation,United States of America,English
2332,False,0,the+owl+and+the+pussycat+1970,tt0066195,en,"Meek, owlish Felix (George Segal) and strident, catty Doris (Barbra Streisand) live in the same apartment building. His incessant typing bothers her; her gentlemen callers bother him. Felix informs the landlord of her activities, so Doris moves in on Felix. When they both get thrown out, they move in with Barney (Robert Klein) . . . until they drive him out! That's when Felix and Doris finally decide to put theory into practice. But do opposites attract?",1.589466,1970-01-01,0,95,The Owl and the Pussycat,42597,6.6,12,,Comedy,Columbia Pictures,United States of America,English
2333,False,0,the+danube+exodus+1998,tt0403962,en,"In the travelogue The Danube Exodus, Forgács documents the Jewish exodus from Slovakia just before the beginning of World War II. In two boats, a group of nine hundred Slovak, Austrian Jews tried to reach the Black Sea via the river Danube, in order to get to Palestine from there. Forgács based his film on the amateur films of Captain Nándor Andrásovits, the captain of one of the boats. He filmed his passengers while they prayed, slept and even got married. At the end of this journey, it is clear that the boat will not return empty: a reverse exodus takes place, this time of repatriating Bessarabian Germans, fleeing to the Third Reich because of the Soviet invasion of Bessarabia",0.036519,1998-07-29,0,60,The Danube Exodus,263532,10.0,1,,Documentary,,,
2334,False,0,flickering+lights+2000,tt0236027,da,"Four small gangsters from Copenhagen trick a gangster boss: they take over 4,000,000 kroner which they were supposed to bring him. Trying to escape to Barcelona they are forced to stop in the countryside, in an old, wrecked house, hiding there for several weeks. Slowly, one after another, they realize, that they would like to stay there, start a new life.",2.553711,2000-11-03,0,109,Flickering Lights,10180,7.1,49,,Action,M&M Productions,Denmark,Dansk
2335,False,7200000,diamonds+are+forever+1971,tt0066995,en,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who’s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,12.00491,1971-12-13,116019547,120,Diamonds Are Forever,681,6.3,562,James Bond Collection,Adventure,United Artists,United Kingdom,English
2336,False,0,blondie+of+the+follies+1932,tt0022700,en,"New York City tenement dwelling neighbors Blondie and Lottie are best friends. When Lottie makes the cast of a big Broadway show, she arranges for Blondie to join the cast as well. But the friendship goes awry when Lottie's sweetheart, wealthy Larry Belmont, falls for Blondie.",0.582278,1932-09-01,0,91,Blondie of the Follies,4111,7.5,4,,Comedy,Metro-Goldwyn-Mayer (MGM),United States of America,English
2337,False,0,the+gun+that+won+the+west+1955,tt0048139,en,"In the late 1880s, Colonel Carrington and his command are assigned the job of constructing a chain of forts in the Sious Indian territory of Wyoming. Carrington recruits former cavalry scouts Jim Bridger and ""Dakota Jack"" Gaines to lead the project. Bridger and Gaines are friendly with Sioux chief Red Cloud, and they feel a peace treaty with the Indians can be made. If an Indian-war breaks out, the cavalry is depending on getting a new type of Springfield rifle. Bridger, Gaines and Gaines wife, Maxine, arrive at the fort for the conference. Gaines, in a drunken fit, tries to intimidate the Indians unto signing a treaty. Chied Red Fox threatens war if his territory is invaded by any troops building forts.",0.008037,1955-09-01,0,71,The Gun That Won the West,128606,0.0,0,,Action,Columbia Pictures,United States of America,English
2338,False,85000000,the+holiday+2006,tt0457939,en,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.",14.043416,2006-12-08,194168700,136,The Holiday,1581,6.7,1259,,Comedy,Columbia Pictures,United Kingdom,English
2339,False,27000000,about+a+boy+2002,tt0276751,en,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",10.956665,2002-04-26,129000000,101,About a Boy,245,6.6,627,,Drama,Universal Pictures,United Kingdom,English
2340,False,0,topaze+1951,tt0044140,fr,"Albert Topaze, sincere schoolteacher addicted to ""rote"" morality, works at a private school run by supremely money-grubbing M. Muche, whose daughter, also a teacher, makes cynical use of the knowledge that Topaze loves her. Alas, Topaze's naive honesty brings him unjust dismissal...and makes him fair game for the ""aunt"" of his private pupil, really the mistress of crooked politician Regis, who needs an honest-seeming ""front man."" Can artful Suzy Courtois keep Topaze on the string? With steadily escalating disillusion comes moral crisis...",0.6505,1951-01-25,0,136,Topaze,67756,7.0,1,,Comedy,Les Films Marcel Pagnol,France,Français
2341,False,0,the+spanish+earth+1937,tt0029594,en,A propaganda film made during the Spanish Civil War in support of the Republican government against the rebellion by Gen. Francisco Franco's forces who were backed by Nazi Germany and Fascist Italy.  The film would have been seen by those making it as a documentary.,0.171714,1937-07-10,0,53,The Spanish Earth,126783,6.0,2,,War,Contemporary Historians Inc.,United States of America,English
2342,False,0,parasomnia+2008,tt0922547,en,"Laura Baxter is a young woman, literally a ""sleeping beauty,"" who suffers from a medical condition called ""parasomnia."" A childhood accident victim, she is actually sleeping her life away, awakening briefly on rare occasions. Art student Danny Sloan falls in love with her, unaware that her hospital neighbor, a terrifying mass murderer and mesmerist named Byron Volpe has other, more sinister plans.",10.459653,2008-10-17,0,103,Parasomnia,19222,4.8,26,,Horror,Luminous Processes,United States of America,English
2343,False,0,le+nouveau+jean-claude+2002,tt0297314,fr,,0.265559,2002-06-26,0,0,Le Nouveau Jean-Claude,64934,4.5,2,,Comedy,,France,Français
2344,False,0,made+for+each+other+1939,tt0031602,en,A couple struggle to find happiness after a whirlwind courtship.,1.240701,1939-02-10,0,92,Made for Each Other,18569,4.9,7,,Comedy,United Artists,United States of America,English
2345,False,0,disfigured+2008,tt0830535,en,"Lydia is an overweight sales clerk in a trendy home furnishings store, nearing 30. Though she is a member of a Fat Acceptance Group (a movement dedicated to fighting prejudice against overweight people), she is still struggling with complex feelings about her body and its place in the world. Darcy, a recovering-anorexic real estate agent in her mid-20s, is struggling with the same issues from a very different perspective.",0.0424,2008-07-29,0,96,Disfigured,83059,4.0,1,,Drama,,,
2346,False,0,wild+strawberries+1957,tt0050986,sv,"Professor of medicine Isak Borg travels to Lund University in order to receive his anniversary title. Along the road he meets strangers and relatives, and in his dreams he is confronted with his own past as well as fear of insufficiency.",6.89416,1957-12-26,0,91,Wild Strawberries,614,7.9,306,,Drama,Svensk Filmindustri (SF),Sweden,Latin
2347,False,0,my+son+john+1952,tt0044941,en,"In this Cold War drama, a woman suspects her son is a Communist spy.",0.135091,1952-04-08,0,122,My Son John,52991,4.5,3,,Drama,Rainbow Productions,United States of America,English
2348,False,0,good+people+2014,tt1361318,en,"Tom and Anna Wright, a young American couple, fall into severe debt while renovating Anna's family home in London. As the couple faces the loss of their dream to have a house and start a family, they discover that the tenant in the apartment below them is dead, and he's left behind a stash of cash—$400,000 worth. Though initially hesitant, Tom and Anna decide that the plan is simple: all they have to do is quietly take the money and use only what's necessary to get them out of debt. But when they start spending the money and can't seem to stop, they find themselves the target of a deadly adversary—the thief who stole it—and that's when very bad things start happening to good people.",6.965686,2014-09-26,0,90,Good People,262338,5.2,187,,Thriller,Maguire Entertainment,United States of America,English
2349,False,0,the+strength+of+water+2009,tt1059233,en,"When a mysterious stranger arrives in their isolated coastal town, 10-year-old twins, Kimi and Melody are forced apart. Kimi must find the strength to let go of what he loves the most.",0.075993,2009-08-27,0,86,The Strength of Water,38445,6.5,2,,,,,
2350,False,0,grip+of+the+strangler+1958,tt0051706,en,A researcher investigating a notorious serial killer who was hanged 20 years earlier seemingly becomes possessed by the long dead strangler.,0.487567,1958-07-03,0,78,Grip of the Strangler,86667,6.3,10,,Horror,Amalgamated Productions,United Kingdom,English
2351,False,0,hugo+the+movie+star+1996,tt0116728,da,"Hugo, the one-of-a-kind jungle animal, is snatched away from his home for a second time in another attempt for him to become an animal actor. Meanwhile, he's reunited with Rita the kind, streetwise fox. Finding that life in front of and behind the camera isn't so bad, he grows more unaccustomed to wild life once he escapes and slowly weakens his relationship with Rita.",0.53166,1996-12-20,0,72,Hugo the Movie Star,46314,4.9,7,Jungledyret Hugo Collection,Animation,Per Holst Film,Denmark,Dansk
2352,False,100000000,war+and+peace+1966,tt0063794,ru,"Seven-hour epic based on the eponymous book by Leo Tolstoy. Two main story-lines are complex and intertwined. One is the love story of young Countess Natasha Rostova and Count Pierre Bezukhov, who is unhappy in his marriage. Another is the ""Great Patriotic War"" of 1812 against the invading Napoleon's Armies. The people of Russia from all classes of society stand up united against the enemy.",2.604571,1966-03-14,0,422,War and Peace,29266,7.5,16,,War,Mosfilm,Russia,Français
2353,False,0,like+sunday_+like+rain+2014,tt3104818,en,A struggling musician becomes a 12-year-old musical prodigy's guardian for a summer.,3.524327,2014-03-01,28208,104,"Like Sunday, Like Rain",225044,7.5,40,,Drama,FJ Productions,United States of America,English
2354,False,0,an+angel+at+my+table+1990,tt0099040,en,Janet Frame grows up in a poor family. She is different than the other kids. She is considered abnormal and locked away in a mental institution for eight years. Everything changes when she starts writing books.,2.649447,1990-09-05,0,158,An Angel at My Table,2891,6.9,30,,Drama,Australian Broadcasting Corporation,New Zealand,English
2355,False,1200000,poor+white+trash+2000,tt0204350,en,Mike and Lenny are two buddies who dream of getting out of the trailer park. Out of desperation they resort to burglary as a means of financing Mike's college education. Their dream is jeopardized one summer day when their ploy to shoplift Near Beer begins a crime spree and a series of mishaps during which they are threatened with jail.,0.584397,2000-06-16,1404,85,Poor White Trash,44895,3.9,7,,Crime,Kingsize Entertainment,United States of America,English
2356,False,10000000,seeking+a+friend+for+the+end+of+the+world+2012,tt1307068,en,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",6.947533,2012-06-22,9636289,101,Seeking a Friend for the End of the World,88005,6.3,713,,Comedy,Mandate Pictures,United States of America,English
2357,False,0,illegal+2010,tt1503777,fr,"Tania, a young Russian woman who lives illegally in Belgium with her 13-year-old son Ivan. Constantly on her guard, she dreads police checks until the day she is arrested.",1.764981,2010-10-06,404,90,Illegal,61263,6.9,9,,Drama,Haut et Court,Belgium,English
2358,False,0,reel+injun+2009,tt1484114,en,The history of the depiction of Native Americans in Hollywood films.,0.673138,2009-09-10,0,86,Reel Injun,101520,7.1,8,,Documentary,National Film Board of Canada (NFB),Canada,
2359,False,0,big+nothing+2006,tt0488085,en,"A frustrated, unemployed teacher joins forces with a scammer and his girlfriend in a blackmailing scheme.",11.802069,2006-12-01,0,86,Big Nothing,9843,6.5,130,,Action,,United Kingdom,English
2360,False,0,battle+of+the+bulge+1965,tt0058947,en,"In the winter of 1944, the Allied Armies stand ready to invade Germany at the coming of a New Year. To prevent this occurrence, Hitler orders an all out offensive to re-take French territory and capture the major port city of Antwerp. ""The Battle of the Bulge"" shows this conflict from the perspective of an American intelligence officer as well as from a German Panzer Commander.",4.612568,1965-04-02,0,167,Battle of the Bulge,13524,6.4,56,,Drama,Warner Bros.,United States of America,English
2361,False,245000,the+big+parade+1925,tt0015624,en,"The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.",2.084627,1925-11-05,22000000,151,The Big Parade,3060,7.0,22,,Drama,Metro-Goldwyn-Mayer (MGM),United States of America,
2362,False,0,funeral+parade+of+roses+1969,tt0064068,ja,"A feverish collision of avant-garde aesthetics and grind-house shocks (not to mention a direct influence on Stanley Kubrick’s A Clockwork Orange), Funeral Parade of Roses takes us on an electrifying journey into the nether-regions of the late-’60s Tokyo underworld. In Toshio Matsumoto’s controversial debut feature, seemingly nothing is taboo: neither the incorporation of visual flourishes straight from the worlds of contemporary graphic-design, painting, comic-books, and animation; nor the unflinching depiction of nudity, sex, drug-use, and public-toilets. But of all the “transgressions” here on display, perhaps one in particular stands out the most: the film’s groundbreaking and unapologetic portrayal of Japanese gay subculture.",3.502077,1969-01-01,0,104,Funeral Parade of Roses,1556,7.1,21,,Drama,Art Theatre Guild,Japan,日本語
2363,False,0,edge+of+madness+2002,tt0287140,en,"1851, Manitoba's Red River Valley. As winter sets in, a young woman on the edge of madness arrives exhausted at the fort, a wilderness station, claiming she murdered her husband. She's placed in a cell; for the next several months, she sews while the local prefect, Henry Mullen, investigates.",1.058927,2002-01-01,0,99,Edge of Madness,27447,5.8,6,,Drama,CinéGroupe,Canada,English
2364,False,0,jesus+henry+christ+2012,tt1393742,en,"At the age of ten, Henry James Hermin, a boy who was conceived in a petri-dish and raised by his feminist mother, follows a string of Post-It notes in hopes of finding his biological father.",6.662375,2012-05-04,0,92,Jesus Henry Christ,96973,6.2,44,,Comedy,Red Om Films,United States of America,English
2365,False,0,first+family+1980,tt0080739,en,The president (Bob Newhart) and his boozing wife (Madeline Kahn) go to Africa to bargain for their abducted daughter's (Gilda Radner) return.,0.981525,1980-12-25,0,97,First Family,124210,2.7,3,,Comedy,IndieProd Company Productions,United States of America,English
2366,False,0,earth+vs.+the+spider+1958,tt0051570,en,"Teenagers from a small town and their high school science teacher join forces to battle a giant mutant spider, living in a cave nearby and getting hungry.",0.406202,1958-09-01,0,73,Earth vs. the Spider,43115,4.7,15,,Horror,American International Pictures (AIP),United States of America,English
2367,False,0,let+no+man+write+my+epitaph+1960,tt0054021,en,"In this sequel to ""Knock On Any Door"", the residents of a Chicago tenement building band together to insure that the son of Nick Romano does not follow in his father's footsteps...to the electric chair.",0.468404,1960-11-10,0,105,Let No Man Write My Epitaph,116385,10.0,1,,Drama,Columbia Pictures Corporation,United States of America,English
2368,False,0,i+will+fight+no+more+forever+1975,tt0073138,en,"Pursued by 2,000 US soldiers and cavalry, Chief Joseph leads his tribe of 800 Nez Perce on a 1,700 mile journey across the West and towards Canada. Based on the true story of the westward expansion of the United States and the military force used to displace Native Americans from their lands.",0.489412,1975-04-13,0,106,I Will Fight No More Forever,28323,3.3,3,,Action,David L. Wolper Productions,United States of America,English
